Index;scenario;dwt_30;dwt_50;dwt_70;dwt_90;dwt_110;dwt_130;stripWidth;vol;peat;location;crit35a
631;siikajoki_other_P1_vol_175_sarka_50;-0.406974182;-0.468732829;-0.565646544;-0.625223158;-0.644132278;-0.662900774;50;175;other_P1;Siikajoki;-0.3
632;ilomantsi_other_P1_vol_45_sarka_50;-0.246013904;-0.316065932;-0.370558085;-0.407403919;-0.424291938;-0.431797045;50;45;other_P1;Ilomantsi;-0.624546622
633;ilomantsi_other_P1_vol_90_sarka_50;-0.304428468;-0.364816751;-0.427096109;-0.464298479;-0.480099642;-0.486942221;50;90;other_P1;Ilomantsi;-0.450928391
634;ilomantsi_other_P1_vol_130_sarka_50;-0.348325741;-0.40214148;-0.458911907;-0.510971825;-0.525221211;-0.531625001;50;130;other_P1;Ilomantsi;-0.306222191
635;ilomantsi_other_P1_vol_175_sarka_50;-0.365696931;-0.416644875;-0.486401772;-0.524885115;-0.538774639;-0.545061207;50;175;other_P1;Ilomantsi;-0.3
636;siikajoki_other_P2_vol_45_sarka_50;-0.269761431;-0.311127467;-0.356275706;-0.392298695;-0.415650965;-0.433961018;50;45;other_P2;Siikajoki;-0.672199554
637;siikajoki_other_P2_vol_90_sarka_50;-0.330869712;-0.376151687;-0.42533847;-0.459715808;-0.489667482;-0.499762105;50;90;other_P2;Siikajoki;-0.384494053
638;siikajoki_other_P2_vol_130_sarka_50;-0.386861755;-0.424162575;-0.465415885;-0.502759672;-0.529323424;-0.540271162;50;130;other_P2;Siikajoki;-0.3
639;siikajoki_other_P2_vol_175_sarka_50;-0.410136704;-0.44428746;-0.481124633;-0.522698493;-0.545330501;-0.556099978;50;175;other_P2;Siikajoki;-0.3
640;ilomantsi_other_P2_vol_45_sarka_50;-0.228734736;-0.269373129;-0.302859764;-0.326820371;-0.342997377;-0.351082237;50;45;other_P2;Ilomantsi;-1.273228058
641;ilomantsi_other_P2_vol_90_sarka_50;-0.294172739;-0.322851959;-0.359511013;-0.384458244;-0.397843698;-0.401536873;50;90;other_P2;Ilomantsi;-0.648110974
642;ilomantsi_other_P2_vol_130_sarka_50;-0.341362955;-0.373410514;-0.40118667;-0.418327511;-0.43009691;-0.438034178;50;130;other_P2;Ilomantsi;-0.353901422
643;ilomantsi_other_P2_vol_175_sarka_50;-0.361323118;-0.391345605;-0.413442793;-0.430288259;-0.44281296;-0.450129698;50;175;other_P2;Ilomantsi;-0.3
644;laihia_other_P1_vol_45_sarka_30;-0.314429946;-0.451490203;-0.606768001;-0.733918007;-0.812738936;-0.858096601;30;45;other_P1;Laihia;-0.351904257
645;laihia_other_P1_vol_90_sarka_30;-0.36690418;-0.501918554;-0.64918329;-0.771692057;-0.846734304;-0.89507001;30;90;other_P1;Laihia;-0.3
646;laihia_other_P1_vol_130_sarka_30;-0.408842475;-0.538549943;-0.681865457;-0.793432238;-0.865614971;-0.915856066;30;130;other_P1;Laihia;-0.3
647;laihia_other_P1_vol_175_sarka_30;-0.426812952;-0.555140629;-0.696588994;-0.804052584;-0.874894868;-0.925531493;30;175;other_P1;Laihia;-0.3
648;viitasaari_other_P1_vol_45_sarka_30;-0.303854855;-0.430492236;-0.562576695;-0.658905409;-0.726039871;-0.762570165;30;45;other_P1;Viitasaari;-0.372877605
649;viitasaari_other_P1_vol_90_sarka_30;-0.370913613;-0.483743688;-0.605301923;-0.70526623;-0.767820257;-0.805724141;30;90;other_P1;Viitasaari;-0.3
650;viitasaari_other_P1_vol_130_sarka_30;-0.402289377;-0.5140833;-0.634388038;-0.733753789;-0.796474687;-0.835472667;30;130;other_P1;Viitasaari;-0.3
651;viitasaari_other_P1_vol_175_sarka_30;-0.416928184;-0.526239325;-0.647061781;-0.74642146;-0.808781575;-0.848171115;30;175;other_P1;Viitasaari;-0.3
652;laihia_other_P2_vol_45_sarka_30;-0.303118031;-0.397118284;-0.50663587;-0.623636352;-0.711557761;-0.769865523;30;45;other_P2;Laihia;-0.399748602
653;laihia_other_P2_vol_90_sarka_30;-0.366269903;-0.456961433;-0.574854054;-0.685098338;-0.770873342;-0.826742452;30;90;other_P2;Laihia;-0.3
654;laihia_other_P2_vol_130_sarka_30;-0.406866057;-0.503640655;-0.618811554;-0.720107705;-0.806026685;-0.862869087;30;130;other_P2;Laihia;-0.3
655;laihia_other_P2_vol_175_sarka_30;-0.424945046;-0.524574511;-0.638449977;-0.73400096;-0.8207822;-0.878342944;30;175;other_P2;Laihia;-0.3
656;viitasaari_other_P2_vol_45_sarka_30;-0.294582615;-0.372263099;-0.48261405;-0.550853848;-0.604608042;-0.645047539;30;45;other_P2;Viitasaari;-0.442680329
657;viitasaari_other_P2_vol_90_sarka_30;-0.361133;-0.436838471;-0.535605848;-0.602583734;-0.659496819;-0.703801294;30;90;other_P2;Viitasaari;-0.3
658;viitasaari_other_P2_vol_130_sarka_30;-0.399263144;-0.47089971;-0.567278914;-0.637828472;-0.692930263;-0.739311562;30;130;other_P2;Viitasaari;-0.3
659;viitasaari_other_P2_vol_175_sarka_30;-0.417506115;-0.488176762;-0.580116083;-0.652628542;-0.706844404;-0.753716374;30;175;other_P2;Viitasaari;-0.3
660;laihia_other_P1_vol_45_sarka_50;-0.254032109;-0.327284236;-0.426248154;-0.489480622;-0.531459499;-0.547621572;50;45;other_P1;Laihia;-0.545907164
661;laihia_other_P1_vol_90_sarka_50;-0.321064679;-0.4038434;-0.482323876;-0.575631421;-0.607020711;-0.624006414;50;90;other_P1;Laihia;-0.369910046
662;laihia_other_P1_vol_130_sarka_50;-0.364168083;-0.454035576;-0.526066687;-0.61855527;-0.654195738;-0.67133459;50;130;other_P1;Laihia;-0.3
663;laihia_other_P1_vol_175_sarka_50;-0.381679839;-0.471909318;-0.569004507;-0.637425208;-0.674228547;-0.688141712;50;175;other_P1;Laihia;-0.3
664;viitasaari_other_P1_vol_45_sarka_50;-0.242404238;-0.300791645;-0.385350033;-0.41920772;-0.430003655;-0.435219199;50;45;other_P1;Viitasaari;-0.616389057
665;viitasaari_other_P1_vol_90_sarka_50;-0.294673032;-0.364498842;-0.443207976;-0.495999331;-0.510886893;-0.518026411;50;90;other_P1;Viitasaari;-0.458471396
666;viitasaari_other_P1_vol_130_sarka_50;-0.337511876;-0.402342482;-0.477095427;-0.528485015;-0.54498607;-0.551461653;50;130;other_P1;Viitasaari;-0.338525396
667;viitasaari_other_P1_vol_175_sarka_50;-0.354496319;-0.418620273;-0.491640246;-0.542767255;-0.558536944;-0.563739609;50;175;other_P1;Viitasaari;-0.3
668;laihia_other_P2_vol_45_sarka_50;-0.244822864;-0.286350981;-0.323166724;-0.366250586;-0.400891162;-0.412603355;50;45;other_P2;Laihia;-0.824563002
669;laihia_other_P2_vol_90_sarka_50;-0.319527347;-0.355039095;-0.411143376;-0.45358209;-0.468553657;-0.477309053;50;90;other_P2;Laihia;-0.471620124
670;laihia_other_P2_vol_130_sarka_50;-0.364014318;-0.410685239;-0.466297139;-0.48857579;-0.507533327;-0.528293459;50;130;other_P2;Laihia;-0.3
671;laihia_other_P2_vol_175_sarka_50;-0.381889021;-0.437143729;-0.481771778;-0.5057325;-0.527008218;-0.560714191;50;175;other_P2;Laihia;-0.3
672;viitasaari_other_P2_vol_45_sarka_50;-0.226705142;-0.267009588;-0.290819598;-0.313159479;-0.331956625;-0.337651558;50;45;other_P2;Viitasaari;-1.3
673;viitasaari_other_P2_vol_90_sarka_50;-0.27895125;-0.311487057;-0.352815732;-0.371724236;-0.384991193;-0.390585761;50;90;other_P2;Viitasaari;-0.686373955
674;viitasaari_other_P2_vol_130_sarka_50;-0.309985366;-0.359377096;-0.407969659;-0.440967047;-0.455101057;-0.461790804;50;130;other_P2;Viitasaari;-0.462029692
675;viitasaari_other_P2_vol_175_sarka_50;-0.342257592;-0.37509508;-0.427551978;-0.459637136;-0.473196136;-0.479714311;50;175;other_P2;Viitasaari;-0.347155909
676;kankaanpaa_other_P1_vol_45_sarka_30;-0.300344;-0.441942813;-0.565724483;-0.673444441;-0.737443045;-0.770413698;30;45;other_P1;Kankaanpaa;-0.370136181
677;kankaanpaa_other_P1_vol_90_sarka_30;-0.361486958;-0.48804276;-0.603677232;-0.712265223;-0.780307472;-0.814780415;30;90;other_P1;Kankaanpaa;-0.3
678;kankaanpaa_other_P1_vol_130_sarka_30;-0.402915997;-0.514031205;-0.634270707;-0.735696215;-0.80391783;-0.841277215;30;130;other_P1;Kankaanpaa;-0.3
679;kankaanpaa_other_P1_vol_175_sarka_30;-0.425149313;-0.525409263;-0.646992474;-0.745392689;-0.813548173;-0.85227279;30;175;other_P1;Kankaanpaa;-0.3
680;juva_other_P1_vol_45_sarka_30;-0.326913255;-0.466146371;-0.606817913;-0.72214978;-0.782811827;-0.818605846;30;45;other_P1;Juva;-0.333162721
681;juva_other_P1_vol_90_sarka_30;-0.405309719;-0.519624339;-0.651732761;-0.763579119;-0.823971002;-0.858407558;30;90;other_P1;Juva;-0.3
682;juva_other_P1_vol_130_sarka_30;-0.449808807;-0.555462373;-0.680055377;-0.786890907;-0.846183675;-0.882192116;30;130;other_P1;Juva;-0.3
683;juva_other_P1_vol_175_sarka_30;-0.474178123;-0.57218814;-0.692643224;-0.796050524;-0.854899323;-0.89094283;30;175;other_P1;Juva;-0.3
684;kankaanpaa_other_P2_vol_45_sarka_30;-0.285009518;-0.382547692;-0.466409407;-0.551063899;-0.618527671;-0.659774072;30;45;other_P2;Kankaanpaa;-0.433261634
685;kankaanpaa_other_P2_vol_90_sarka_30;-0.354188803;-0.440005061;-0.529519425;-0.604344611;-0.675399768;-0.71834435;30;90;other_P2;Kankaanpaa;-0.3
686;kankaanpaa_other_P2_vol_130_sarka_30;-0.403145591;-0.479042635;-0.565424744;-0.637157838;-0.710382296;-0.755157019;30;130;other_P2;Kankaanpaa;-0.3
687;kankaanpaa_other_P2_vol_175_sarka_30;-0.425811443;-0.496117736;-0.581559779;-0.651435814;-0.725071451;-0.770184191;30;175;other_P2;Kankaanpaa;-0.3
688;juva_other_P2_vol_45_sarka_30;-0.31404915;-0.415271776;-0.516310738;-0.600845246;-0.668756144;-0.713305586;30;45;other_P2;Juva;-0.371033229
689;juva_other_P2_vol_90_sarka_30;-0.392506981;-0.488037511;-0.581456324;-0.662002384;-0.733110532;-0.775171699;30;90;other_P2;Juva;-0.3
690;juva_other_P2_vol_130_sarka_30;-0.449575284;-0.536273591;-0.619994841;-0.701149028;-0.769624699;-0.809302401;30;130;other_P2;Juva;-0.3
691;juva_other_P2_vol_175_sarka_30;-0.478940286;-0.557334727;-0.637903063;-0.717342945;-0.783685065;-0.822592627;30;175;other_P2;Juva;-0.3
692;kankaanpaa_other_P1_vol_45_sarka_50;-0.232635465;-0.316364206;-0.385031373;-0.426395342;-0.460443187;-0.468443688;50;45;other_P1;Kankaanpaa;-0.597967618
693;kankaanpaa_other_P1_vol_90_sarka_50;-0.3043316;-0.384154303;-0.444706331;-0.501326497;-0.518349502;-0.531770028;50;90;other_P1;Kankaanpaa;-0.414424589
694;kankaanpaa_other_P1_vol_130_sarka_50;-0.358318954;-0.420865272;-0.49514059;-0.536652402;-0.561659051;-0.575561012;50;130;other_P1;Kankaanpaa;-0.3
695;kankaanpaa_other_P1_vol_175_sarka_50;-0.381701363;-0.437690609;-0.511424339;-0.551796624;-0.580606562;-0.593986593;50;175;other_P1;Kankaanpaa;-0.3
696;juva_other_P1_vol_45_sarka_50;-0.274581057;-0.353906789;-0.429636773;-0.481558211;-0.503544012;-0.511629931;50;45;other_P1;Juva;-0.490150008
697;juva_other_P1_vol_90_sarka_50;-0.349985192;-0.422550533;-0.494054893;-0.5422093;-0.567782129;-0.579083363;50;90;other_P1;Juva;-0.300040813
698;juva_other_P1_vol_130_sarka_50;-0.399423365;-0.467104345;-0.543308027;-0.588751219;-0.611984975;-0.622529576;50;130;other_P1;Juva;-0.3
699;juva_other_P1_vol_175_sarka_50;-0.423847277;-0.494993378;-0.561143729;-0.60921418;-0.630556584;-0.642074198;50;175;other_P1;Juva;-0.3
700;kankaanpaa_other_P2_vol_45_sarka_50;-0.221001991;-0.250031846;-0.277008969;-0.305636025;-0.320339088;-0.327275189;50;45;other_P2;Kankaanpaa;-1.3
701;kankaanpaa_other_P2_vol_90_sarka_50;-0.272036846;-0.340178659;-0.38284036;-0.408060128;-0.424318891;-0.430531978;50;90;other_P2;Kankaanpaa;-0.546042895
702;kankaanpaa_other_P2_vol_130_sarka_50;-0.350962741;-0.39230697;-0.423590426;-0.445904273;-0.460764717;-0.469014018;50;130;other_P2;Kankaanpaa;-0.3
703;kankaanpaa_other_P2_vol_175_sarka_50;-0.369709034;-0.408588988;-0.439186811;-0.461323353;-0.477689478;-0.485681066;50;175;other_P2;Kankaanpaa;-0.3
704;juva_other_P2_vol_45_sarka_50;-0.248651126;-0.295312504;-0.345141586;-0.371245107;-0.391919839;-0.404162057;50;45;other_P2;Juva;-0.737224204
705;juva_other_P2_vol_90_sarka_50;-0.329035527;-0.382196624;-0.420779243;-0.459327629;-0.470051618;-0.479073874;50;90;other_P2;Juva;-0.378871484
706;juva_other_P2_vol_130_sarka_50;-0.380619891;-0.435788766;-0.478441484;-0.5060182;-0.523061301;-0.532434662;50;130;other_P2;Juva;-0.3
707;juva_other_P2_vol_175_sarka_50;-0.40951964;-0.459191382;-0.497356366;-0.522400994;-0.541036616;-0.551579811;50;175;other_P2;Juva;-0.3
708;hyrynsalmi_other_P1_vol_0_sarka_30;-0.217194083;-0.325287507;-0.455528187;-0.554692204;-0.605937727;-0.63025869;30;0;other_P1;Hyrynsalmi;-0.537948962
709;ylitornio_other_P1_vol_0_sarka_30;-0.219894936;-0.329390319;-0.44175883;-0.525082664;-0.568941522;-0.60050948;30;0;other_P1;Ylitornio;-0.536682307
710;hyrynsalmi_other_P2_vol_0_sarka_30;-0.198827008;-0.258187347;-0.333097506;-0.403253456;-0.457132114;-0.484882152;30;0;other_P2;Hyrynsalmi;-0.74818549
711;ylitornio_other_P2_vol_0_sarka_30;-0.198996619;-0.25883996;-0.321329733;-0.380995811;-0.428073973;-0.456068539;30;0;other_P2;Ylitornio;-0.796102402
712;hyrynsalmi_other_P1_vol_0_sarka_50;-0.135703723;-0.181259219;-0.222326581;-0.251550305;-0.261356217;-0.291666307;50;0;other_P1;Hyrynsalmi;-1.3
713;ylitornio_other_P1_vol_0_sarka_50;-0.131366049;-0.171803074;-0.220005511;-0.248279717;-0.262355841;-0.272019999;50;0;other_P1;Ylitornio;-1.3
714;hyrynsalmi_other_P2_vol_0_sarka_50;-0.123347337;-0.139390559;-0.155214675;-0.173977365;-0.187437517;-0.190857301;50;0;other_P2;Hyrynsalmi;-1.3
715;ylitornio_other_P2_vol_0_sarka_50;-0.116271151;-0.134488627;-0.14670215;-0.156516599;-0.164383282;-0.166570231;50;0;other_P2;Ylitornio;-1.3
716;siikajoki_other_P1_vol_0_sarka_30;-0.219963792;-0.355074868;-0.497530805;-0.605143925;-0.670543569;-0.709214079;30;0;other_P1;Siikajoki;-0.492487858
717;ilomantsi_other_P1_vol_0_sarka_30;-0.211792089;-0.326629236;-0.437331396;-0.527987589;-0.573413722;-0.603121464;30;0;other_P1;Ilomantsi;-0.542222779
718;siikajoki_other_P2_vol_0_sarka_30;-0.204815693;-0.276434704;-0.364735584;-0.444121299;-0.510714914;-0.561229299;30;0;other_P2;Siikajoki;-0.666624151
719;ilomantsi_other_P2_vol_0_sarka_30;-0.194061912;-0.256585215;-0.321412641;-0.378577984;-0.421577216;-0.444678173;30;0;other_P2;Ilomantsi;-0.8000164
720;siikajoki_other_P1_vol_0_sarka_50;-0.148094254;-0.193849466;-0.235944331;-0.282571271;-0.312305024;-0.319812531;50;0;other_P1;Siikajoki;-1.3
721;ilomantsi_other_P1_vol_0_sarka_50;-0.119384188;-0.160399507;-0.222790828;-0.246814153;-0.257204235;-0.262638016;50;0;other_P1;Ilomantsi;-1.3
722;siikajoki_other_P2_vol_0_sarka_50;-0.131363402;-0.152874334;-0.175631019;-0.191374153;-0.202519887;-0.207336602;50;0;other_P2;Siikajoki;-1.3
723;ilomantsi_other_P2_vol_0_sarka_50;-0.10737309;-0.123794483;-0.142720552;-0.15564865;-0.170389145;-0.176136926;50;0;other_P2;Ilomantsi;-1.3
724;laihia_other_P1_vol_0_sarka_30;-0.214966815;-0.33535478;-0.47667146;-0.591926549;-0.663751191;-0.705360075;30;0;other_P1;Laihia;-0.52072681
725;viitasaari_other_P1_vol_0_sarka_30;-0.206366246;-0.313326762;-0.441046451;-0.527720376;-0.578022969;-0.608106298;30;0;other_P1;Viitasaari;-0.557427697
726;laihia_other_P2_vol_0_sarka_30;-0.19750168;-0.264100443;-0.333415114;-0.420924818;-0.497466093;-0.55086244;30;0;other_P2;Laihia;-0.737904107
727;viitasaari_other_P2_vol_0_sarka_30;-0.189146992;-0.241709955;-0.304833749;-0.369105055;-0.419538762;-0.445440791;30;0;other_P2;Viitasaari;-0.840548726
728;laihia_other_P1_vol_0_sarka_50;-0.138395668;-0.180134245;-0.222648538;-0.265814591;-0.286412895;-0.294203452;50;0;other_P1;Laihia;-1.3
729;viitasaari_other_P1_vol_0_sarka_50;-0.121984381;-0.15867971;-0.195456855;-0.220256688;-0.230722342;-0.236419232;50;0;other_P1;Viitasaari;-1.3
730;laihia_other_P2_vol_0_sarka_50;-0.120995862;-0.145824519;-0.161578967;-0.174068248;-0.186882497;-0.190399019;50;0;other_P2;Laihia;-1.3
731;viitasaari_other_P2_vol_0_sarka_50;-0.109925061;-0.125957742;-0.142136497;-0.153577648;-0.160930625;-0.162182637;50;0;other_P2;Viitasaari;-1.3
732;kankaanpaa_other_P1_vol_0_sarka_30;-0.209076712;-0.313424489;-0.439039787;-0.539742379;-0.597209218;-0.6269588;30;0;other_P1;Kankaanpaa;-0.558234167
733;juva_other_P1_vol_0_sarka_30;-0.221356511;-0.33524654;-0.471021521;-0.574100875;-0.629634059;-0.660161314;30;0;other_P1;Juva;-0.521732222
734;kankaanpaa_other_P2_vol_0_sarka_30;-0.192240435;-0.248267401;-0.307478164;-0.361565107;-0.421712122;-0.460813365;30;0;other_P2;Kankaanpaa;-0.857235124
735;juva_other_P2_vol_0_sarka_30;-0.197690118;-0.256715293;-0.333640677;-0.40386449;-0.465400086;-0.502190802;30;0;other_P2;Juva;-0.746591953
736;kankaanpaa_other_P1_vol_0_sarka_50;-0.127892974;-0.162795698;-0.199319518;-0.221324162;-0.229836648;-0.23617238;50;0;other_P1;Kankaanpaa;-1.3
737;juva_other_P1_vol_0_sarka_50;-0.130130104;-0.171638023;-0.20466679;-0.223726961;-0.258745199;-0.269336953;50;0;other_P1;Juva;-1.3
738;kankaanpaa_other_P2_vol_0_sarka_50;-0.109932525;-0.131842158;-0.143747075;-0.154095254;-0.16117082;-0.163865858;50;0;other_P2;Kankaanpaa;-1.3
739;juva_other_P2_vol_0_sarka_50;-0.112889369;-0.134466461;-0.149857608;-0.169946967;-0.177881191;-0.180547857;50;0;other_P2;Juva;-1.3
740;hyrynsalmi_sphagnum_P1_vol_45_sarka_30;-0.250551394;-0.367366014;-0.480876942;-0.553333629;-0.610318925;-0.645267643;30;45;sphagnum_P1;Hyrynsalmi;-0.470267396
741;hyrynsalmi_sphagnum_P1_vol_90_sarka_30;-0.310154263;-0.412212479;-0.519925696;-0.601266825;-0.654032097;-0.692924096;30;90;sphagnum_P1;Hyrynsalmi;-0.37808433
742;hyrynsalmi_sphagnum_P1_vol_130_sarka_30;-0.348234109;-0.443760556;-0.542241838;-0.62565017;-0.679488884;-0.723493638;30;130;sphagnum_P1;Hyrynsalmi;-0.303697177
743;hyrynsalmi_sphagnum_P1_vol_175_sarka_30;-0.364992709;-0.455910635;-0.552082445;-0.635595373;-0.689729915;-0.734635266;30;175;sphagnum_P1;Hyrynsalmi;-0.3
744;ylitornio_sphagnum_P1_vol_45_sarka_30;-0.251171066;-0.350041362;-0.438054003;-0.505128766;-0.557004485;-0.610413777;30;45;sphagnum_P1;Ylitornio;-0.499916331
745;ylitornio_sphagnum_P1_vol_90_sarka_30;-0.29003813;-0.3857097;-0.479251384;-0.537036258;-0.61018103;-0.658950821;30;90;sphagnum_P1;Ylitornio;-0.425349401
746;ylitornio_sphagnum_P1_vol_130_sarka_30;-0.317513815;-0.404056791;-0.499801171;-0.564055261;-0.643911685;-0.688383033;30;130;sphagnum_P1;Ylitornio;-0.375075267
747;ylitornio_sphagnum_P1_vol_175_sarka_30;-0.327239604;-0.411620777;-0.507664553;-0.575942497;-0.656144699;-0.700391181;30;175;sphagnum_P1;Ylitornio;-0.353946621
748;hyrynsalmi_sphagnum_P2_vol_45_sarka_30;-0.234548361;-0.313461053;-0.403505561;-0.473134198;-0.534846803;-0.570262204;30;45;sphagnum_P2;Hyrynsalmi;-0.581157525
749;hyrynsalmi_sphagnum_P2_vol_90_sarka_30;-0.293032388;-0.373668692;-0.459674053;-0.536960322;-0.598780567;-0.635346669;30;90;sphagnum_P2;Hyrynsalmi;-0.441295196
750;hyrynsalmi_sphagnum_P2_vol_130_sarka_30;-0.334193778;-0.408677601;-0.491531385;-0.56670584;-0.627921322;-0.664869478;30;130;sphagnum_P2;Hyrynsalmi;-0.342442027
751;hyrynsalmi_sphagnum_P2_vol_175_sarka_30;-0.352754545;-0.424575149;-0.504655873;-0.578749411;-0.639566253;-0.676865735;30;175;sphagnum_P2;Hyrynsalmi;-0.3
752;ylitornio_sphagnum_P2_vol_45_sarka_30;-0.225523224;-0.300020669;-0.374390582;-0.436864713;-0.492734538;-0.529266202;30;45;sphagnum_P2;Ylitornio;-0.634407394
753;ylitornio_sphagnum_P2_vol_90_sarka_30;-0.278347012;-0.348170433;-0.417504972;-0.484304333;-0.539445449;-0.568761628;30;90;sphagnum_P2;Ylitornio;-0.505277505
754;ylitornio_sphagnum_P2_vol_130_sarka_30;-0.30633273;-0.370697173;-0.43987733;-0.511846699;-0.563420399;-0.609242362;30;130;sphagnum_P2;Ylitornio;-0.435687557
755;ylitornio_sphagnum_P2_vol_175_sarka_30;-0.317088961;-0.379876794;-0.449724655;-0.521020746;-0.573942337;-0.625642598;30;175;sphagnum_P2;Ylitornio;-0.404832537
756;hyrynsalmi_sphagnum_P1_vol_45_sarka_50;-0.180086673;-0.210423219;-0.245993565;-0.283617738;-0.303017626;-0.312550746;50;45;sphagnum_P1;Hyrynsalmi;-1.3
757;hyrynsalmi_sphagnum_P1_vol_90_sarka_50;-0.223105184;-0.258385934;-0.323372749;-0.352748407;-0.371403128;-0.37993826;50;90;sphagnum_P1;Hyrynsalmi;-0.881287861
758;hyrynsalmi_sphagnum_P1_vol_130_sarka_50;-0.275206546;-0.31505119;-0.367122865;-0.39665779;-0.414380933;-0.423910537;50;130;sphagnum_P1;Hyrynsalmi;-0.634233477
759;hyrynsalmi_sphagnum_P1_vol_175_sarka_50;-0.290969264;-0.338970009;-0.382310559;-0.411463864;-0.42936038;-0.4386842;50;175;sphagnum_P1;Hyrynsalmi;-0.550899174
760;ylitornio_sphagnum_P1_vol_45_sarka_50;-0.155368953;-0.180014815;-0.232441031;-0.254298394;-0.270141397;-0.277622155;50;45;sphagnum_P1;Ylitornio;-1.3
761;ylitornio_sphagnum_P1_vol_90_sarka_50;-0.194527429;-0.250975709;-0.289193633;-0.315364794;-0.332615721;-0.341916398;50;90;sphagnum_P1;Ylitornio;-1.3
762;ylitornio_sphagnum_P1_vol_130_sarka_50;-0.233848217;-0.277214481;-0.328932816;-0.354426615;-0.372235929;-0.383501177;50;130;sphagnum_P1;Ylitornio;-0.865273006
763;ylitornio_sphagnum_P1_vol_175_sarka_50;-0.245669479;-0.301819781;-0.340704242;-0.36642063;-0.386511372;-0.396262202;50;175;sphagnum_P1;Ylitornio;-0.77229443
764;hyrynsalmi_sphagnum_P2_vol_45_sarka_50;-0.154177111;-0.18956075;-0.209052386;-0.227996034;-0.245261099;-0.254123146;50;45;sphagnum_P2;Hyrynsalmi;-1.3
765;hyrynsalmi_sphagnum_P2_vol_90_sarka_50;-0.214821462;-0.236255513;-0.265292791;-0.29150575;-0.311665561;-0.322567043;50;90;sphagnum_P2;Hyrynsalmi;-1.3
766;hyrynsalmi_sphagnum_P2_vol_130_sarka_50;-0.253000657;-0.295216034;-0.323642648;-0.346413804;-0.364678382;-0.375583637;50;130;sphagnum_P2;Hyrynsalmi;-0.93926941
767;hyrynsalmi_sphagnum_P2_vol_175_sarka_50;-0.285869829;-0.311122979;-0.339093013;-0.361477778;-0.379353386;-0.390161363;50;175;sphagnum_P2;Hyrynsalmi;-0.797450092
768;ylitornio_sphagnum_P2_vol_45_sarka_50;-0.142639723;-0.157701296;-0.178123563;-0.198635295;-0.214093462;-0.220007722;50;45;sphagnum_P2;Ylitornio;-1.3
769;ylitornio_sphagnum_P2_vol_90_sarka_50;-0.180996547;-0.209868363;-0.237464698;-0.265467414;-0.278861587;-0.28697164;50;90;sphagnum_P2;Ylitornio;-1.3
770;ylitornio_sphagnum_P2_vol_130_sarka_50;-0.204496573;-0.247473968;-0.275960993;-0.298210182;-0.314735212;-0.324291143;50;130;sphagnum_P2;Ylitornio;-1.3
771;ylitornio_sphagnum_P2_vol_175_sarka_50;-0.236152943;-0.261911359;-0.288222285;-0.30978447;-0.326033192;-0.33626356;50;175;sphagnum_P2;Ylitornio;-1.3
772;siikajoki_sphagnum_P1_vol_45_sarka_30;-0.295373302;-0.401532331;-0.528382865;-0.632941804;-0.710370771;-0.758740511;30;45;sphagnum_P1;Siikajoki;-0.402914841
773;siikajoki_sphagnum_P1_vol_90_sarka_30;-0.347920685;-0.450395106;-0.584650704;-0.688375755;-0.761793011;-0.811830538;30;90;sphagnum_P1;Siikajoki;-0.304058213
774;siikajoki_sphagnum_P1_vol_130_sarka_30;-0.397871097;-0.495033783;-0.613300615;-0.718854292;-0.793581887;-0.843809617;30;130;sphagnum_P1;Siikajoki;-0.3
775;siikajoki_sphagnum_P1_vol_175_sarka_30;-0.415224852;-0.508736987;-0.625449831;-0.732004154;-0.806051252;-0.856244341;30;175;sphagnum_P1;Siikajoki;-0.3
776;ilomantsi_sphagnum_P1_vol_45_sarka_30;-0.259686363;-0.355148739;-0.464199356;-0.542436976;-0.600692377;-0.62553506;30;45;sphagnum_P1;Ilomantsi;-0.489213051
777;ilomantsi_sphagnum_P1_vol_90_sarka_30;-0.313715281;-0.404298437;-0.506193001;-0.585381275;-0.639116008;-0.663576741;30;90;sphagnum_P1;Ilomantsi;-0.380113612
778;ilomantsi_sphagnum_P1_vol_130_sarka_30;-0.359173632;-0.445302719;-0.534928671;-0.611084728;-0.660955669;-0.689420471;30;130;sphagnum_P1;Ilomantsi;-0.3
779;ilomantsi_sphagnum_P1_vol_175_sarka_30;-0.37548622;-0.46001345;-0.547040395;-0.621476761;-0.6701725;-0.704367127;30;175;sphagnum_P1;Ilomantsi;-0.3
780;siikajoki_sphagnum_P2_vol_45_sarka_30;-0.284450207;-0.35789528;-0.452491221;-0.540965818;-0.632120782;-0.680349981;30;45;sphagnum_P2;Siikajoki;-0.478500178
781;siikajoki_sphagnum_P2_vol_90_sarka_30;-0.344910872;-0.417942583;-0.510602393;-0.607836055;-0.688388626;-0.7308315;30;90;sphagnum_P2;Siikajoki;-0.313936762
782;siikajoki_sphagnum_P2_vol_130_sarka_30;-0.395692393;-0.457496722;-0.548409537;-0.64749364;-0.717590125;-0.775680483;30;130;sphagnum_P2;Siikajoki;-0.3
783;siikajoki_sphagnum_P2_vol_175_sarka_30;-0.421721801;-0.476253372;-0.571304739;-0.665007346;-0.728977093;-0.793801193;30;175;sphagnum_P2;Siikajoki;-0.3
